dia,M_4,F_4,O_4
2017-12-05,0.0,1.0,0.0
2017-12-06,0.0,1.0,0.0
2017-12-07,3.0,0.0,0.0
2017-12-08,2.0,1.0,0.0
2017-12-09,2.0,0.0,0.0
2017-12-10,2.0,0.0,0.0
2017-12-13,0.0,1.0,0.0
2017-12-14,1.0,1.0,0.0
2017-12-15,1.0,0.0,0.0
2017-12-16,1.0,0.0,0.0
2017-12-18,1.0,1.0,0.0
2017-12-20,2.0,1.0,0.0
2017-12-21,1.0,0.0,0.0
2017-12-22,3.0,3.0,0.0
2017-12-23,2.0,1.0,0.0
2017-12-27,2.0,0.0,0.0
2017-12-28,5.0,3.0,0.0
2017-12-29,5.0,1.0,0.0
2017-12-30,2.0,0.0,0.0
2017-12-31,3.0,0.0,0.0
