ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
11438717,JB425332,09/06/2018 09:30:00 AM,056XX N RIDGE AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,2013,020,48,77,05,1166760,1937778,2018,09/13/2018 04:02:18 PM,41.984832196,-87.66203947,"(41.984832196, -87.66203947)"
11438082,JB424595,09/06/2018 10:00:00 AM,016XX W 85TH ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,0614,006,18,71,03,1166988,1848348,2018,09/13/2018 04:02:18 PM,41.739423682,-87.663766102,"(41.739423682, -87.663766102)"
11438044,JB424397,09/06/2018 10:00:00 AM,002XX E 75TH ST,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,false,false,0623,006,6,69,03,1179011,1855334,2018,09/13/2018 04:02:18 PM,41.758328934,-87.619503676,"(41.758328934, -87.619503676)"
11438166,JB424533,09/06/2018 11:25:00 AM,079XX S WABASH AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,0623,006,6,44,05,1178091,1852291,2018,09/13/2018 04:02:18 PM,41.749999492,-87.622967453,"(41.749999492, -87.622967453)"
11438277,JB424560,09/06/2018 11:36:00 AM,003XX S PULASKI RD,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,1132,011,28,26,03,1149775,1898304,2018,09/13/2018 04:02:18 PM,41.876860431,-87.725537965,"(41.876860431, -87.725537965)"
11453384,JB444896,09/06/2018 12:00:00 PM,026XX N MENARD AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,2514,025,30,19,05,1137272,1916914,2018,09/26/2018 04:12:46 PM,41.928162343,-87.770997906,"(41.928162343, -87.770997906)"
11441803,JB429491,09/06/2018 12:00:00 PM,049XX S KOLIN AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,0815,008,23,57,05,1148197,1871451,2018,09/13/2018 04:02:18 PM,41.803202735,-87.732022219,"(41.803202735, -87.732022219)"
11438936,JB424618,09/06/2018 12:25:00 PM,059XX S WESTERN AVE,033A,ROBBERY,ATTEMPT: ARMED-HANDGUN,COMMERCIAL / BUSINESS OFFICE,false,false,0825,008,16,66,03,1161388,1865254,2018,09/13/2018 04:02:18 PM,41.785933937,-87.683815974,"(41.785933937, -87.683815974)"
11438752,JB425277,09/06/2018 01:00:00 PM,051XX S KILDARE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0815,008,23,57,05,1148568,1870150,2018,09/13/2018 04:02:18 PM,41.799625463,-87.730695022,"(41.799625463, -87.730695022)"
11439881,JB425222,09/06/2018 01:15:00 PM,064XX S DREXEL AVE,0320,ROBBERY,STRONGARM - NO WEAPON,ALLEY,false,false,0312,003,20,42,03,1183501,1862455,2018,09/13/2018 04:02:18 PM,41.777766227,-87.602826742,"(41.777766227, -87.602826742)"
11442843,JB429650,09/06/2018 01:30:00 PM,077XX S UNION AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,0621,006,17,71,03,1172976,1853544,2018,09/14/2018 03:53:41 PM,41.753552239,-87.641674063,"(41.753552239, -87.641674063)"
11438347,JB424847,09/06/2018 01:30:00 PM,057XX W IOWA ST,031A,ROBBERY,ARMED: HANDGUN,"VEHICLE - OTHER RIDE SHARE SERVICE (E.G., UBER, LYFT)",false,false,1511,015,29,25,03,1138022,1905428,2018,09/13/2018 04:02:18 PM,41.896629888,-87.768519831,"(41.896629888, -87.768519831)"
11438647,JB424936,09/06/2018 01:47:00 PM,001XX W 74TH ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,0731,007,6,69,05,1176553,1855922,2018,09/13/2018 04:02:18 PM,41.75999809,-87.628494315,"(41.75999809, -87.628494315)"
11444169,JB432283,09/06/2018 02:00:00 PM,011XX N HOMAN AVE,0610,BURGLARY,FORCIBLE ENTRY,WAREHOUSE,false,false,1121,011,26,23,05,1153496,1907332,2018,09/15/2018 03:55:51 PM,41.901561043,-87.711635334,"(41.901561043, -87.711635334)"
11439909,JB424750,09/06/2018 02:00:00 PM,057XX S STONY ISLAND AVE,0320,ROBBERY,STRONGARM - NO WEAPON,ALLEY,false,false,0235,002,5,41,03,1187857,1867285,2018,09/13/2018 04:02:18 PM,41.790917474,-87.586704037,"(41.790917474, -87.586704037)"
11438442,JB425082,09/06/2018 02:00:00 PM,041XX N HARDING AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,1723,017,39,16,05,1149320,1927149,2018,09/13/2018 04:02:18 PM,41.956022662,-87.726459156,"(41.956022662, -87.726459156)"
11438555,JB424774,09/06/2018 02:20:00 PM,032XX W CHICAGO AVE,0320,ROBBERY,STRONGARM - NO WEAPON,PARKING LOT/GARAGE(NON.RESID.),false,false,1121,011,27,23,03,1154799,1905151,2018,09/13/2018 04:02:18 PM,41.895550165,-87.706907742,"(41.895550165, -87.706907742)"
11438680,JB424846,09/06/2018 02:45:00 PM,091XX S BRANDON AVE,0320,ROBBERY,STRONGARM - NO WEAPON,ALLEY,false,false,0424,004,10,46,03,1198911,1845063,2018,09/13/2018 04:02:18 PM,41.729668303,-87.546917375,"(41.729668303, -87.546917375)"
11438338,JB424874,09/06/2018 03:25:00 PM,072XX S ARTESIAN AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0832,008,18,66,05,1161296,1856575,2018,09/13/2018 04:02:18 PM,41.762119451,-87.68439341,"(41.762119451, -87.68439341)"
11438465,JB424905,09/06/2018 03:40:00 PM,023XX W EASTWOOD AVE,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,1911,019,47,4,03,1159777,1930770,2018,09/13/2018 04:02:18 PM,41.965749236,-87.687916376,"(41.965749236, -87.687916376)"
11439008,JB425717,09/06/2018 04:00:00 PM,021XX N MAGNOLIA AVE,0620,BURGLARY,UNLAWFUL ENTRY,OTHER,false,false,1811,018,32,7,05,1167629,1914385,2018,09/13/2018 04:02:18 PM,41.920622119,-87.659519842,"(41.920622119, -87.659519842)"
11438626,JB424987,09/06/2018 04:20:00 PM,006XX N MICHIGAN AVE,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,DEPARTMENT STORE,false,false,1834,018,42,8,03,1177327,1904307,2018,09/13/2018 04:02:18 PM,41.892753031,-87.624193896,"(41.892753031, -87.624193896)"
11439112,JB425754,09/06/2018 06:00:00 PM,020XX W WARREN BLVD,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1223,012,2,28,05,1162769,1900351,2018,09/13/2018 04:02:18 PM,41.882215163,-87.677770467,"(41.882215163, -87.677770467)"
11439118,JB425720,09/06/2018 06:15:00 PM,010XX W BRYN MAWR AVE,0620,BURGLARY,UNLAWFUL ENTRY,OTHER,false,false,2022,020,48,77,05,1168103,1937367,2018,09/13/2018 04:02:18 PM,41.983675412,-87.65711202,"(41.983675412, -87.65711202)"
11438639,JB425268,09/06/2018 06:18:00 PM,022XX N JANSSEN AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,1811,018,32,7,05,1166297,1914992,2018,09/13/2018 04:02:18 PM,41.922316378,-87.664396463,"(41.922316378, -87.664396463)"
11439186,JB425612,09/06/2018 06:30:00 PM,010XX W BRYN MAWR AVE,0610,BURGLARY,FORCIBLE ENTRY,OTHER,false,false,2022,020,48,77,05,1168121,1937367,2018,09/13/2018 04:02:18 PM,41.983675022,-87.657045819,"(41.983675022, -87.657045819)"
11439130,JB425611,09/06/2018 06:30:00 PM,010XX W BRYN MAWR AVE,0610,BURGLARY,FORCIBLE ENTRY,CLEANING STORE,false,false,2022,020,48,77,05,1168127,1937367,2018,09/13/2018 04:02:18 PM,41.983674892,-87.657023752,"(41.983674892, -87.657023752)"
11439097,JB425842,09/06/2018 06:45:00 PM,060XX N PULASKI RD,0610,BURGLARY,FORCIBLE ENTRY,OTHER,false,false,1711,017,39,13,05,1148575,1939967,2018,09/13/2018 04:02:18 PM,41.991210571,-87.728865482,"(41.991210571, -87.728865482)"
24169,JB420552,09/06/2018 07:15:00 PM,037XX W JACKSON BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,1122,011,28,27,01A,1151370,1898425,2018,09/13/2018 04:02:18 PM,41.877161325,-87.719678391,"(41.877161325, -87.719678391)"
11438790,JB425394,09/06/2018 07:35:00 PM,026XX S SPRINGFIELD AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,1031,010,22,30,05,1150802,1886136,2018,09/13/2018 04:02:18 PM,41.843449975,-87.722085181,"(41.843449975, -87.722085181)"
11438659,JB425249,09/06/2018 07:38:00 PM,015XX N WELLS ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,1821,018,27,8,03,1174424,1910504,2018,09/13/2018 04:02:18 PM,41.90982326,-87.634670006,"(41.90982326, -87.634670006)"
11464347,JB425369,09/06/2018 08:00:00 PM,026XX S SPRINGFIELD AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,1031,010,22,30,05,,,2018,10/02/2018 04:05:11 PM,,,
11438783,JB425639,09/06/2018 08:00:00 PM,026XX S SPRINGFIELD AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,1031,010,22,30,05,1150802,1886129,2018,09/13/2018 04:02:18 PM,41.843430766,-87.722085364,"(41.843430766, -87.722085364)"
11449905,JB440265,09/06/2018 08:30:00 PM,015XX N KILDARE AVE,031A,ROBBERY,ARMED: HANDGUN,ALLEY,false,false,2534,025,37,23,03,1147433,1909813,2018,09/21/2018 04:06:58 PM,41.908487575,-87.733841905,"(41.908487575, -87.733841905)"
11454629,JB446610,09/06/2018 09:45:00 PM,051XX S ASHLAND AVE,0320,ROBBERY,STRONGARM - NO WEAPON,CTA BUS,false,false,0932,009,16,61,03,1166541,1870734,2018,09/26/2018 04:12:46 PM,41.800863342,-87.664766276,"(41.800863342, -87.664766276)"
11438854,JB425460,09/06/2018 10:30:00 PM,0000X E 26TH ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,0133,001,2,33,03,1177019,1887123,2018,09/13/2018 04:02:18 PM,41.845606062,-87.625845184,"(41.845606062, -87.625845184)"
11463655,JB427680,09/06/2018 11:00:00 PM,057XX S STATE ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,0232,002,3,40,03,,,2018,10/02/2018 04:05:11 PM,,,
11439759,JB426815,09/06/2018 11:00:00 PM,100XX S CARPENTER ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,2232,022,34,73,05,1171090,1838219,2018,09/13/2018 04:02:18 PM,41.711539688,-87.649032064,"(41.711539688, -87.649032064)"
11439199,JB426011,09/06/2018 11:00:00 PM,031XX S NORMAL AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,0915,009,11,60,05,1173472,1884058,2018,09/13/2018 04:02:18 PM,41.837274895,-87.638953159,"(41.837274895, -87.638953159)"
11438953,JB425605,09/06/2018 11:00:00 PM,0000X W 83RD ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,0622,006,21,44,05,1177286,1849963,2018,09/13/2018 04:02:18 PM,41.743629381,-87.625987433,"(41.743629381, -87.625987433)"
11438817,JB425440,09/06/2018 11:00:00 PM,004XX E 63RD ST,031A,ROBBERY,ARMED: HANDGUN,CTA PLATFORM,false,false,0313,003,20,42,03,1180086,1863329,2018,09/13/2018 04:02:18 PM,41.780243493,-87.615319321,"(41.780243493, -87.615319321)"
11438787,JB425456,09/06/2018 11:20:00 PM,037XX N PINE GROVE AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,1925,019,46,6,05,1170890,1925361,2018,09/13/2018 04:02:18 PM,41.95066979,-87.647215592,"(41.95066979, -87.647215592)"
11438899,JB425468,09/06/2018 11:30:00 PM,014XX W MORSE AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,2431,024,49,1,03,1165440,1946172,2018,09/13/2018 04:02:18 PM,42.00789382,-87.666653912,"(42.00789382, -87.666653912)"
11439890,JB425972,09/07/2018 12:30:00 AM,065XX S KIMBARK AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0321,003,20,42,05,1185761,1861990,2018,09/14/2018 03:58:39 PM,41.776437246,-87.594556292,"(41.776437246, -87.594556292)"
11438859,JB425508,09/07/2018 12:30:00 AM,010XX N HAMLIN AVE,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,1112,011,27,23,03,1150857,1906752,2018,09/14/2018 03:58:39 PM,41.900021536,-87.721343937,"(41.900021536, -87.721343937)"
11439507,JB426505,09/07/2018 02:00:00 AM,056XX W GRAND AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,2515,025,29,19,03,1138231,1913610,2018,09/14/2018 03:58:39 PM,41.919078487,-87.767553981,"(41.919078487, -87.767553981)"
11439434,JB425524,09/07/2018 02:18:00 AM,032XX W MADISON ST,031A,ROBBERY,ARMED: HANDGUN,APARTMENT,false,false,1123,011,28,27,03,1154863,1899836,2018,09/14/2018 03:58:39 PM,41.880964005,-87.706815211,"(41.880964005, -87.706815211)"
11445765,JB434667,09/07/2018 03:00:00 AM,005XX W 115TH ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,2233,022,34,49,05,1174898,1828639,2018,09/16/2018 03:58:54 PM,41.68516685,-87.635370572,"(41.68516685, -87.635370572)"
11438881,JB425551,09/07/2018 03:00:00 AM,004XX N CLARK ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,1831,018,42,8,03,1175457,1903385,2018,09/14/2018 03:58:39 PM,41.890265219,-87.631089305,"(41.890265219, -87.631089305)"
11438919,JB425566,09/07/2018 03:40:00 AM,047XX S CALUMET AVE,0620,BURGLARY,UNLAWFUL ENTRY,CONSTRUCTION SITE,false,false,0224,002,3,38,05,1179231,1873719,2018,09/14/2018 03:58:39 PM,41.808774165,-87.61813696,"(41.808774165, -87.61813696)"
11442942,JB431043,09/07/2018 05:15:00 AM,079XX S PHILLIPS AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,0422,004,7,46,05,1193901,1852921,2018,09/14/2018 03:58:39 PM,41.751355469,-87.565013025,"(41.751355469, -87.565013025)"
11439695,JB425783,09/07/2018 05:35:00 AM,071XX S JEFFERY BLVD,0610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,false,false,0333,003,5,43,05,1190777,1858149,2018,09/14/2018 03:58:39 PM,41.765777523,-87.576292169,"(41.765777523, -87.576292169)"
11438958,JB425594,09/07/2018 06:00:00 AM,020XX W LAKE ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,true,false,1223,012,27,28,03,1162720,1901343,2018,09/21/2018 04:06:58 PM,41.884938321,-87.677922575,"(41.884938321, -87.677922575)"
11438960,JB425581,09/07/2018 06:10:00 AM,002XX N HOYNE AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,true,false,1223,012,27,28,03,1162371,1901546,2018,09/21/2018 04:06:58 PM,41.885502678,-87.679198475,"(41.885502678, -87.679198475)"
11439052,JB425597,09/07/2018 06:42:00 AM,040XX W 25TH ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,1013,010,22,30,03,1149965,1887086,2018,09/14/2018 03:58:39 PM,41.846073202,-87.725132126,"(41.846073202, -87.725132126)"
11439399,JB426286,09/07/2018 06:45:00 AM,067XX N MAPLEWOOD AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,2412,024,50,2,05,1158098,1944718,2018,09/14/2018 03:58:39 PM,42.004057706,-87.693706735,"(42.004057706, -87.693706735)"
11439415,JB426247,09/07/2018 07:50:00 AM,070XX W ARMITAGE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,2513,025,36,25,05,1129083,1912518,2018,09/14/2018 03:58:39 PM,41.916242593,-87.801190343,"(41.916242593, -87.801190343)"
11450153,JB433913,09/07/2018 08:00:00 AM,053XX S UNION AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0935,009,3,61,05,1172540,1869479,2018,09/26/2018 04:12:46 PM,41.797289342,-87.642802945,"(41.797289342, -87.642802945)"
11439005,JB425667,09/07/2018 08:16:00 AM,062XX S TALMAN AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,0825,008,15,66,03,1159779,1863180,2018,09/14/2018 03:58:39 PM,41.780275796,-87.689772298,"(41.780275796, -87.689772298)"
11440259,JB427485,09/07/2018 08:27:00 AM,010XX N ST LOUIS AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,1121,011,27,23,05,1152850,1906749,2018,09/14/2018 03:58:39 PM,41.899974057,-87.714023636,"(41.899974057, -87.714023636)"
11441934,JB429655,09/07/2018 08:30:00 AM,072XX S RIDGELAND AVE,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,false,false,0324,003,8,43,05,1189122,1857339,2018,09/14/2018 03:58:39 PM,41.763594626,-87.582384118,"(41.763594626, -87.582384118)"
11439395,JB426188,09/07/2018 08:42:00 AM,015XX W ROSEMONT AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,2433,024,40,77,05,1164938,1941982,2018,09/14/2018 03:58:39 PM,41.99640708,-87.668620557,"(41.99640708, -87.668620557)"
11439675,JB426627,09/07/2018 09:00:00 AM,001XX S GREEN ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,1232,012,27,28,05,1170753,1899610,2018,09/14/2018 03:58:39 PM,41.880010708,-87.648475072,"(41.880010708, -87.648475072)"
11439589,JB426408,09/07/2018 09:30:00 AM,056XX N MAGNOLIA AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,2013,020,48,77,05,1166935,1937855,2018,09/14/2018 03:58:39 PM,41.985039721,-87.66139362,"(41.985039721, -87.66139362)"
11443972,JB432357,09/07/2018 10:00:00 AM,125XX S EGGLESTON AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,0523,005,9,53,05,1175570,1821942,2018,09/15/2018 03:55:51 PM,41.666774255,-87.633109784,"(41.666774255, -87.633109784)"
11439225,JB425922,09/07/2018 10:40:00 AM,062XX N SACRAMENTO AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,2413,024,50,2,05,1155219,1941233,2018,09/14/2018 03:58:39 PM,41.994553248,-87.70439279,"(41.994553248, -87.70439279)"
11461569,JB455652,09/07/2018 11:00:00 AM,026XX N MULLIGAN AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,2512,025,29,19,05,,,2018,09/30/2018 03:57:53 PM,,,
11446979,JB436605,09/07/2018 11:00:00 AM,052XX W CONGRESS PKWY,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,1522,015,29,25,05,1141620,1897182,2018,09/19/2018 04:22:01 PM,41.873936087,-87.755508739,"(41.873936087, -87.755508739)"
11440978,JB428366,09/07/2018 11:00:00 AM,049XX N ALBANY AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,1713,017,33,14,05,1154815,1932723,2018,09/14/2018 03:58:39 PM,41.9712095,-87.706108126,"(41.9712095, -87.706108126)"
11439157,JB425851,09/07/2018 11:00:00 AM,043XX W 18TH ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,1012,010,24,29,05,1147667,1891022,2018,09/14/2018 03:58:39 PM,41.856918442,-87.733464806,"(41.856918442, -87.733464806)"
11439558,JB426245,09/07/2018 11:30:00 AM,022XX N MARMORA AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,2515,025,37,19,05,1136696,1914260,2018,09/14/2018 03:58:39 PM,41.920889813,-87.77317824,"(41.920889813, -87.77317824)"
11442022,JB429759,09/07/2018 12:00:00 PM,015XX S AVERS AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1014,010,24,29,05,1150961,1892269,2018,09/14/2018 03:58:39 PM,41.860276571,-87.721341276,"(41.860276571, -87.721341276)"
11439666,JB425973,09/07/2018 12:15:00 PM,076XX S COTTAGE GROVE AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,0624,006,6,69,03,1182884,1854628,2018,09/14/2018 03:58:39 PM,41.756302533,-87.605331512,"(41.756302533, -87.605331512)"
11439446,JB426330,09/07/2018 12:30:00 PM,041XX N MELVINA AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,1624,016,38,15,05,1134278,1926963,2018,09/14/2018 03:58:39 PM,41.955791247,-87.781762353,"(41.955791247, -87.781762353)"
11442042,JB429761,09/07/2018 01:00:00 PM,024XX W 21ST PL,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,1023,010,25,31,05,1160501,1889665,2018,09/14/2018 03:58:39 PM,41.852938987,-87.686394283,"(41.852938987, -87.686394283)"
11439561,JB426317,09/07/2018 02:00:00 PM,069XX W ARMITAGE AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,2512,025,36,25,05,1129943,1912535,2018,09/14/2018 03:58:39 PM,41.916274557,-87.798030288,"(41.916274557, -87.798030288)"
11441907,JB429413,09/07/2018 02:20:00 PM,046XX W 59TH ST,0330,ROBBERY,AGGRAVATED,CTA STATION,false,false,0813,008,23,62,03,1146457,1864995,2018,09/14/2018 03:58:39 PM,41.785519673,-87.738567526,"(41.785519673, -87.738567526)"
11459581,JB452876,09/07/2018 03:00:00 PM,085XX S ESCANABA AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0423,004,10,46,05,1196965,1848984,2018,09/30/2018 03:52:49 PM,41.740476412,-87.553915879,"(41.740476412, -87.553915879)"
11441850,JB429407,09/07/2018 03:00:00 PM,019XX W CARROLL AVE,0610,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,false,false,1223,012,27,28,05,1163350,1902353,2018,09/14/2018 03:58:39 PM,41.887696617,-87.67558069,"(41.887696617, -87.67558069)"
11439684,JB426700,09/07/2018 03:00:00 PM,012XX W AINSLIE ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,2033,020,48,3,03,1167282,1932906,2018,09/14/2018 03:58:39 PM,41.971452044,-87.660260415,"(41.971452044, -87.660260415)"
11439663,JB426341,09/07/2018 04:00:00 PM,039XX W WILCOX ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,1122,011,28,26,05,1150195,1899047,2018,09/14/2018 03:58:39 PM,41.878891134,-87.723976472,"(41.878891134, -87.723976472)"
11442314,JB428932,09/07/2018 04:30:00 PM,051XX N KEDZIE AVE,0312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,LAKEFRONT/WATERFRONT/RIVERBANK,false,false,1713,017,33,14,03,1154120,1933774,2018,09/19/2018 04:22:01 PM,41.974107439,-87.708635548,"(41.974107439, -87.708635548)"
24189,HS260050,09/07/2018 04:40:00 PM,048XX W HIRSCH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2533,025,37,25,01A,1143815,1908873,2018,09/23/2018 03:56:26 PM,41.905976731,-87.747156404,"(41.905976731, -87.747156404)"
11442014,JB429582,09/07/2018 05:00:00 PM,029XX E 90TH ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0423,004,10,46,05,1197493,1845861,2018,09/14/2018 03:58:39 PM,41.731893514,-87.552085253,"(41.731893514, -87.552085253)"
11440813,JB427811,09/07/2018 05:00:00 PM,012XX S STATE ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,0131,001,2,33,03,1176526,1894914,2018,09/14/2018 03:58:39 PM,41.866996231,-87.62741936,"(41.866996231, -87.62741936)"
11440163,JB427355,09/07/2018 05:00:00 PM,047XX S LAWLER AVE,0610,BURGLARY,FORCIBLE ENTRY,OTHER,false,false,0814,008,23,56,05,1143493,1872705,2018,09/14/2018 03:58:39 PM,41.806732921,-87.749243026,"(41.806732921, -87.749243026)"
11439606,JB426622,09/07/2018 05:10:00 PM,015XX N CLYBOURN AVE,0320,ROBBERY,STRONGARM - NO WEAPON,CTA TRAIN,false,false,1822,018,43,8,03,1170470,1910783,2018,09/14/2018 03:58:39 PM,41.910676312,-87.649187069,"(41.910676312, -87.649187069)"
11439565,JB426464,09/07/2018 05:15:00 PM,081XX W FARRAGUT AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,1614,016,41,10,05,1121192,1933724,2018,09/14/2018 03:58:39 PM,41.974565276,-87.829724453,"(41.974565276, -87.829724453)"
24166,JB426365,09/07/2018 05:53:00 PM,051XX S CALUMET AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0231,002,3,40,01A,1179363,1871067,2018,09/14/2018 03:58:39 PM,41.80149383,-87.617733802,"(41.80149383, -87.617733802)"
11441824,JB429301,09/07/2018 06:30:00 PM,029XX W TAYLOR ST,0610,BURGLARY,FORCIBLE ENTRY,FACTORY/MANUFACTURING BUILDING,false,false,1135,011,28,27,05,1156843,1895565,2018,09/14/2018 03:58:39 PM,41.869204059,-87.699660544,"(41.869204059, -87.699660544)"
11439574,JB426494,09/07/2018 06:30:00 PM,008XX E 63RD ST,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,0313,003,20,42,03,1182846,1863417,2018,09/14/2018 03:58:39 PM,41.780421287,-87.605198095,"(41.780421287, -87.605198095)"
11439986,JB427049,09/07/2018 07:00:00 PM,023XX N JANSSEN AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,1811,018,32,7,05,1166256,1915618,2018,09/14/2018 03:58:39 PM,41.924035036,-87.66452917,"(41.924035036, -87.66452917)"
11439855,JB426855,09/07/2018 07:00:00 PM,016XX N RICHMOND ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,1421,014,35,24,05,1156565,1910869,2018,09/14/2018 03:58:39 PM,41.911205289,-87.700266632,"(41.911205289, -87.700266632)"
11439924,JB426977,09/07/2018 08:00:00 PM,132XX S EXCHANGE AVE,0610,BURGLARY,FORCIBLE ENTRY,OTHER,false,false,0433,004,10,55,05,1197773,1817694,2018,09/14/2018 03:58:39 PM,41.654593487,-87.551995518,"(41.654593487, -87.551995518)"
11439629,JB426602,09/07/2018 08:10:00 PM,054XX W DIVISION ST,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,1524,015,37,25,03,1139876,1907465,2018,09/14/2018 03:58:39 PM,41.902185965,-87.761660452,"(41.902185965, -87.761660452)"
11439725,JB426663,09/07/2018 08:28:00 PM,043XX N OAKLEY AVE,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,false,false,1911,019,47,5,05,1160254,1928732,2018,09/14/2018 03:58:39 PM,41.960146988,-87.686219134,"(41.960146988, -87.686219134)"
11439728,JB426624,09/07/2018 08:35:00 PM,007XX N AVERS AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,1112,011,27,23,03,1150588,1904736,2018,09/14/2018 03:58:39 PM,41.89449469,-87.722384717,"(41.89449469, -87.722384717)"
